Model,MSO4034B
Firmware Version,2.96
,
Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0.0001472
Sample Interval,2.00E-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,1.94
,
,
,
Label,
TIME,CH1
-3.99E-04,0.37
-3.99E-04,0.35
-3.99E-04,0.37
-3.99E-04,0.35
-3.98E-04,0.39
-3.98E-04,0.37
-3.98E-04,0.39
-3.98E-04,0.37
-3.98E-04,0.37
-3.97E-04,0.37
-3.97E-04,0.37
-3.97E-04,0.37
-3.97E-04,0.37
-3.97E-04,0.37
-3.96E-04,0.39
-3.96E-04,0.37
-3.96E-04,0.37
-3.96E-04,0.37
-3.96E-04,0.39
-3.95E-04,0.37
-3.95E-04,0.37
-3.95E-04,0.35
-3.95E-04,0.35
-3.95E-04,0.39
-3.94E-04,0.37
-3.94E-04,0.37
-3.94E-04,0.37
-3.94E-04,0.37
-3.94E-04,0.39
-3.93E-04,0.37
-3.93E-04,0.37
-3.93E-04,0.37
-3.93E-04,0.35
-3.93E-04,0.37
-3.92E-04,0.37
-3.92E-04,0.35
-3.92E-04,0.37
-3.92E-04,0.35
-3.92E-04,0.37
-3.91E-04,0.37
-3.91E-04,0.39
-3.91E-04,0.37
-3.91E-04,0.37
-3.91E-04,0.37
-3.90E-04,0.35
-3.90E-04,0.37
-3.90E-04,0.35
-3.90E-04,0.37
-3.90E-04,0.37
-3.89E-04,0.37
-3.89E-04,0.39
-3.89E-04,0.37
-3.89E-04,0.39
-3.89E-04,0.37
-3.88E-04,0.37
-3.88E-04,0.37
-3.88E-04,0.37
-3.88E-04,0.37
-3.88E-04,0.39
-3.87E-04,0.37
-3.87E-04,0.37
-3.87E-04,0.35
-3.87E-04,0.37
-3.87E-04,0.37
-3.86E-04,0.39
-3.86E-04,0.39
-3.86E-04,0.37
-3.86E-04,0.37
-3.86E-04,0.37
-3.85E-04,0.37
-3.85E-04,0.39
-3.85E-04,0.37
-3.85E-04,0.37
-3.85E-04,0.37
-3.84E-04,0.41
-3.84E-04,0.37
-3.84E-04,0.35
-3.84E-04,0.39
-3.84E-04,0.25
-3.83E-04,0.35
-3.83E-04,0.39
-3.83E-04,0.35
-3.83E-04,0.37
-3.83E-04,0.35
-3.82E-04,0.37
-3.82E-04,0.37
-3.82E-04,0.37
-3.82E-04,0.37
-3.82E-04,0.37
-3.81E-04,0.37
-3.81E-04,0.37
-3.81E-04,0.37
-3.81E-04,0.35
-3.81E-04,0.35
-3.80E-04,0.35
-3.80E-04,0.37
-3.80E-04,0.37
-3.80E-04,0.37
-3.80E-04,0.39
-3.79E-04,0.39
-3.79E-04,0.35
-3.79E-04,0.35
-3.79E-04,0.37
-3.79E-04,0.37
-3.78E-04,0.37
-3.78E-04,0.37
-3.78E-04,0.37
-3.78E-04,0.39
-3.78E-04,0.39
-3.77E-04,0.35
-3.77E-04,0.37
-3.77E-04,0.37
-3.77E-04,0.37
-3.77E-04,0.39
-3.76E-04,0.37
-3.76E-04,0.37
-3.76E-04,0.37
-3.76E-04,0.35
-3.76E-04,0.37
-3.75E-04,0.35
-3.75E-04,0.37
-3.75E-04,0.37
-3.75E-04,0.37
-3.75E-04,0.35
-3.74E-04,0.37
-3.74E-04,0.35
-3.74E-04,0.37
-3.74E-04,0.35
-3.74E-04,0.37
-3.73E-04,0.37
-3.73E-04,0.37
-3.73E-04,0.37
-3.73E-04,0.37
-3.73E-04,0.35
-3.72E-04,0.37
-3.72E-04,0.39
-3.72E-04,0.37
-3.72E-04,0.37
-3.72E-04,0.39
-3.71E-04,0.35
-3.71E-04,0.39
-3.71E-04,0.39
-3.71E-04,0.35
-3.71E-04,0.39
-3.70E-04,0.41
-3.70E-04,0.37
-3.70E-04,0.39
-3.70E-04,0.37
-3.70E-04,0.37
-3.69E-04,0.37
-3.69E-04,0.37
-3.69E-04,0.37
-3.69E-04,0.37
-3.69E-04,0.37
-3.68E-04,0.37
-3.68E-04,0.37
-3.68E-04,0.37
-3.68E-04,0.35
-3.68E-04,0.37
-3.67E-04,0.35
-3.67E-04,0.35
-3.67E-04,0.39
-3.67E-04,0.35
-3.67E-04,0.39
-3.66E-04,0.39
-3.66E-04,0.39
-3.66E-04,0.39
-3.66E-04,0.39
-3.66E-04,0.35
-3.65E-04,0.37
-3.65E-04,0.37
-3.65E-04,0.35
-3.65E-04,0.37
-3.65E-04,0.37
-3.64E-04,0.37
-3.64E-04,0.37
-3.64E-04,0.37
-3.64E-04,0.39
-3.64E-04,0.37
-3.63E-04,0.39
-3.63E-04,0.39
-3.63E-04,0.37
-3.63E-04,0.37
-3.63E-04,0.37
-3.62E-04,0.37
-3.62E-04,0.37
-3.62E-04,0.37
-3.62E-04,0.37
-3.62E-04,0.37
-3.61E-04,0.35
-3.61E-04,0.39
-3.61E-04,0.37
-3.61E-04,0.39
-3.61E-04,0.37
-3.60E-04,0.37
-3.60E-04,0.37
-3.60E-04,0.39
-3.60E-04,0.37
-3.60E-04,0.39
-3.59E-04,0.39
-3.59E-04,0.37
-3.59E-04,0.39
-3.59E-04,0.39
-3.59E-04,0.35
-3.58E-04,0.37
-3.58E-04,0.39
-3.58E-04,0.35
-3.58E-04,0.37
-3.58E-04,0.37
-3.57E-04,0.37
-3.57E-04,0.37
-3.57E-04,0.33
-3.57E-04,0.35
-3.57E-04,0.37
-3.56E-04,0.37
-3.56E-04,0.35
-3.56E-04,0.37
-3.56E-04,0.37
-3.56E-04,0.35
-3.55E-04,0.37
-3.55E-04,0.37
-3.55E-04,0.37
-3.55E-04,0.37
-3.55E-04,0.39
-3.54E-04,0.39
-3.54E-04,0.37
-3.54E-04,0.37
-3.54E-04,0.37
-3.54E-04,0.37
-3.53E-04,0.35
-3.53E-04,0.37
-3.53E-04,0.37
-3.53E-04,0.37
-3.53E-04,0.37
-3.52E-04,0.37
-3.52E-04,0.39
-3.52E-04,0.37
-3.52E-04,0.37
-3.52E-04,0.37
-3.51E-04,0.39
-3.51E-04,0.35
-3.51E-04,0.37
-3.51E-04,0.37
-3.51E-04,0.39
-3.50E-04,0.37
-3.50E-04,0.35
-3.50E-04,0.39
-3.50E-04,0.37
-3.50E-04,0.37
-3.49E-04,0.37
-3.49E-04,0.39
-3.49E-04,0.37
-3.49E-04,0.37
-3.49E-04,0.37
-3.48E-04,0.37
-3.48E-04,0.37
-3.48E-04,0.37
-3.48E-04,0.37
-3.48E-04,0.37
-3.47E-04,0.39
-3.47E-04,0.37
-3.47E-04,0.39
-3.47E-04,0.37
-3.47E-04,0.37
-3.46E-04,0.39
-3.46E-04,0.39
-3.46E-04,0.39
-3.46E-04,0.35
-3.46E-04,0.39
-3.45E-04,0.37
-3.45E-04,0.37
-3.45E-04,0.39
-3.45E-04,0.37
-3.45E-04,0.39
-3.44E-04,0.39
-3.44E-04,0.37
-3.44E-04,0.39
-3.44E-04,0.39
-3.44E-04,0.39
-3.43E-04,0.35
-3.43E-04,0.35
-3.43E-04,0.37
-3.43E-04,0.35
-3.43E-04,0.37
-3.42E-04,0.39
-3.42E-04,0.35
-3.42E-04,0.37
-3.42E-04,0.35
-3.42E-04,0.35
-3.41E-04,0.37
-3.41E-04,0.35
-3.41E-04,0.37
-3.41E-04,0.39
-3.41E-04,0.35
-3.40E-04,0.37
-3.40E-04,0.39
-3.40E-04,0.37
-3.40E-04,0.35
-3.40E-04,0.35
-3.39E-04,0.37
-3.39E-04,0.37
-3.39E-04,0.37
-3.39E-04,0.37
-3.39E-04,0.39
-3.38E-04,0.37
-3.38E-04,0.37
-3.38E-04,0.37
-3.38E-04,0.37
-3.38E-04,0.37
-3.37E-04,0.37
-3.37E-04,0.39
-3.37E-04,0.39
-3.37E-04,0.37
-3.37E-04,0.39
-3.36E-04,0.37
-3.36E-04,0.39
-3.36E-04,0.37
-3.36E-04,0.37
-3.36E-04,0.35
-3.35E-04,0.35
-3.35E-04,0.39
-3.35E-04,0.37
-3.35E-04,0.39
-3.35E-04,0.37
-3.34E-04,0.37
-3.34E-04,0.37
-3.34E-04,0.37
-3.34E-04,0.39
-3.34E-04,0.31
-3.33E-04,0.39
-3.33E-04,0.37
-3.33E-04,0.35
-3.33E-04,0.37
-3.33E-04,0.37
-3.32E-04,0.37
-3.32E-04,0.35
-3.32E-04,0.37
-3.32E-04,0.39
-3.32E-04,0.41
-3.31E-04,0.37
-3.31E-04,0.37
-3.31E-04,0.37
-3.31E-04,0.37
-3.31E-04,0.37
-3.30E-04,0.37
-3.30E-04,0.39
-3.30E-04,0.37
-3.30E-04,0.39
-3.30E-04,0.39
-3.29E-04,0.37
-3.29E-04,0.35
-3.29E-04,0.39
-3.29E-04,0.37
-3.29E-04,0.37
-3.28E-04,0.37
-3.28E-04,0.37
-3.28E-04,0.37
-3.28E-04,0.39
-3.28E-04,0.37
-3.27E-04,0.37
-3.27E-04,0.37
-3.27E-04,0.39
-3.27E-04,0.37
-3.27E-04,0.35
-3.26E-04,0.37
-3.26E-04,0.37
-3.26E-04,0.37
-3.26E-04,0.39
-3.26E-04,0.37
-3.25E-04,0.37
-3.25E-04,0.37
-3.25E-04,0.41
-3.25E-04,0.39
-3.25E-04,0.37
-3.24E-04,0.37
-3.24E-04,0.37
-3.24E-04,0.37
-3.24E-04,0.37
-3.24E-04,0.37
-3.23E-04,0.39
-3.23E-04,0.35
-3.23E-04,0.37
-3.23E-04,0.37
-3.23E-04,0.35
-3.22E-04,0.37
-3.22E-04,0.37
-3.22E-04,0.37
-3.22E-04,0.35
-3.22E-04,0.37
-3.21E-04,0.39
-3.21E-04,0.37
-3.21E-04,0.35
-3.21E-04,0.37
-3.21E-04,0.39
-3.20E-04,0.37
-3.20E-04,0.37
-3.20E-04,0.37
-3.20E-04,0.37
-3.20E-04,0.37
-3.19E-04,0.39
-3.19E-04,0.37
-3.19E-04,0.37
-3.19E-04,0.37
-3.19E-04,0.37
-3.18E-04,0.37
-3.18E-04,0.35
-3.18E-04,0.39
-3.18E-04,0.37
-3.18E-04,0.37
-3.17E-04,0.25
-3.17E-04,0.37
-3.17E-04,0.37
-3.17E-04,0.37
-3.17E-04,0.37
-3.16E-04,0.37
-3.16E-04,0.39
-3.16E-04,0.35
-3.16E-04,0.35
-3.16E-04,0.37
-3.15E-04,0.37
-3.15E-04,0.37
-3.15E-04,0.37
-3.15E-04,0.35
-3.15E-04,0.39
-3.14E-04,0.39
-3.14E-04,0.39
-3.14E-04,0.37
-3.14E-04,0.37
-3.14E-04,0.37
-3.13E-04,0.39
-3.13E-04,0.37
-3.13E-04,0.37
-3.13E-04,0.37
-3.13E-04,0.37
-3.12E-04,0.37
-3.12E-04,0.37
-3.12E-04,0.35
-3.12E-04,0.37
-3.12E-04,0.37
-3.11E-04,0.37
-3.11E-04,0.39
-3.11E-04,0.37
-3.11E-04,0.39
-3.11E-04,0.35
-3.10E-04,0.35
-3.10E-04,0.41
-3.10E-04,0.37
-3.10E-04,0.37
-3.10E-04,0.37
-3.09E-04,0.39
-3.09E-04,0.37
-3.09E-04,0.37
-3.09E-04,0.41
-3.09E-04,0.37
-3.08E-04,0.37
-3.08E-04,0.37
-3.08E-04,0.35
-3.08E-04,0.37
-3.08E-04,0.37
-3.07E-04,0.37
-3.07E-04,0.39
-3.07E-04,0.37
-3.07E-04,0.35
-3.07E-04,0.39
-3.06E-04,0.37
-3.06E-04,0.37
-3.06E-04,0.37
-3.06E-04,0.37
-3.06E-04,0.37
-3.05E-04,0.37
-3.05E-04,0.39
-3.05E-04,0.37
-3.05E-04,0.37
-3.05E-04,0.35
-3.04E-04,0.39
-3.04E-04,0.37
-3.04E-04,0.35
-3.04E-04,0.37
-3.04E-04,0.39
-3.03E-04,0.37
-3.03E-04,0.37
-3.03E-04,0.37
-3.03E-04,0.37
-3.03E-04,0.35
-3.02E-04,0.39
-3.02E-04,0.37
-3.02E-04,0.37
-3.02E-04,0.37
-3.02E-04,0.37
-3.01E-04,0.37
-3.01E-04,0.37
-3.01E-04,0.35
-3.01E-04,0.37
-3.01E-04,0.37
-3.00E-04,0.37
-3.00E-04,0.47
-3.00E-04,0.39
-3.00E-04,0.39
-3.00E-04,0.39
-2.99E-04,0.37
-2.99E-04,0.37
-2.99E-04,0.37
-2.99E-04,0.35
-2.99E-04,0.35
-2.98E-04,0.37
-2.98E-04,0.37
-2.98E-04,0.35
-2.98E-04,0.37
-2.98E-04,0.37
-2.97E-04,0.37
-2.97E-04,0.37
-2.97E-04,0.39
-2.97E-04,0.35
-2.97E-04,0.37
-2.96E-04,0.37
-2.96E-04,0.35
-2.96E-04,0.37
-2.96E-04,0.37
-2.96E-04,0.37
-2.95E-04,0.33
-2.95E-04,0.35
-2.95E-04,0.37
-2.95E-04,0.37
-2.95E-04,0.37
-2.94E-04,0.35
-2.94E-04,0.37
-2.94E-04,0.39
-2.94E-04,0.37
-2.94E-04,0.39
-2.93E-04,0.35
-2.93E-04,0.37
-2.93E-04,0.35
-2.93E-04,0.37
-2.93E-04,0.37
-2.92E-04,0.37
-2.92E-04,0.37
-2.92E-04,0.37
-2.92E-04,0.39
-2.92E-04,0.37
-2.91E-04,0.39
-2.91E-04,0.37
-2.91E-04,0.37
-2.91E-04,0.37
-2.91E-04,0.39
-2.90E-04,0.35
-2.90E-04,0.39
-2.90E-04,0.39
-2.90E-04,0.39
-2.90E-04,0.37
-2.89E-04,0.37
-2.89E-04,0.39
-2.89E-04,0.37
-2.89E-04,0.37
-2.89E-04,0.39
-2.88E-04,0.39
-2.88E-04,0.37
-2.88E-04,0.37
-2.88E-04,0.37
-2.88E-04,0.35
-2.87E-04,0.37
-2.87E-04,0.37
-2.87E-04,0.37
-2.87E-04,0.39
-2.87E-04,0.37
-2.86E-04,0.37
-2.86E-04,0.37
-2.86E-04,0.37
-2.86E-04,0.37
-2.86E-04,0.37
-2.85E-04,0.39
-2.85E-04,0.37
-2.85E-04,0.37
-2.85E-04,0.37
-2.85E-04,0.39
-2.84E-04,0.37
-2.84E-04,0.39
-2.84E-04,0.39
-2.84E-04,0.39
-2.84E-04,0.37
-2.83E-04,0.35
-2.83E-04,0.35
-2.83E-04,0.39
-2.83E-04,0.37
-2.83E-04,0.37
-2.82E-04,0.39
-2.82E-04,0.37
-2.82E-04,0.35
-2.82E-04,0.37
-2.82E-04,0.37
-2.81E-04,0.37
-2.81E-04,0.37
-2.81E-04,0.37
-2.81E-04,0.35
-2.81E-04,0.37
-2.80E-04,0.37
-2.80E-04,0.37
-2.80E-04,0.37
-2.80E-04,0.37
-2.80E-04,0.37
-2.79E-04,0.37
-2.79E-04,0.37
-2.79E-04,0.37
-2.79E-04,0.37
-2.79E-04,0.37
-2.78E-04,0.37
-2.78E-04,0.35
-2.78E-04,0.39
-2.78E-04,0.37
-2.78E-04,0.35
-2.77E-04,0.39
-2.77E-04,0.37
-2.77E-04,0.39
-2.77E-04,0.39
-2.77E-04,0.35
-2.76E-04,0.39
-2.76E-04,0.37
-2.76E-04,0.37
-2.76E-04,0.35
-2.76E-04,0.37
-2.75E-04,0.39
-2.75E-04,0.37
-2.75E-04,0.37
-2.75E-04,0.37
-2.75E-04,0.37
-2.74E-04,0.37
-2.74E-04,0.37
-2.74E-04,0.39
-2.74E-04,0.39
-2.74E-04,0.37
-2.73E-04,0.39
-2.73E-04,0.37
-2.73E-04,0.37
-2.73E-04,0.37
-2.73E-04,0.37
-2.72E-04,0.37
-2.72E-04,0.39
-2.72E-04,0.39
-2.72E-04,0.37
-2.72E-04,0.37
-2.71E-04,0.39
-2.71E-04,0.39
-2.71E-04,0.37
-2.71E-04,0.39
-2.71E-04,0.37
-2.70E-04,0.37
-2.70E-04,0.37
-2.70E-04,0.37
-2.70E-04,0.35
-2.70E-04,0.37
-2.69E-04,0.37
-2.69E-04,0.37
-2.69E-04,0.37
-2.69E-04,0.37
-2.69E-04,0.37
-2.68E-04,0.37
-2.68E-04,0.37
-2.68E-04,0.39
-2.68E-04,0.37
-2.68E-04,0.37
-2.67E-04,0.29
-2.67E-04,0.35
-2.67E-04,0.37
-2.67E-04,0.37
-2.67E-04,0.37
-2.66E-04,0.35
-2.66E-04,0.37
-2.66E-04,0.37
-2.66E-04,0.37
-2.66E-04,0.37
-2.65E-04,0.37
-2.65E-04,0.41
-2.65E-04,0.35
-2.65E-04,0.39
-2.65E-04,0.39
-2.64E-04,0.37
-2.64E-04,0.37
-2.64E-04,0.37
-2.64E-04,0.37
-2.64E-04,0.37
-2.63E-04,0.37
-2.63E-04,0.37
-2.63E-04,0.37
-2.63E-04,0.37
-2.63E-04,0.35
-2.62E-04,0.37
-2.62E-04,0.37
-2.62E-04,0.37
-2.62E-04,0.37
-2.62E-04,0.37
-2.61E-04,0.35
-2.61E-04,0.35
-2.61E-04,0.37
-2.61E-04,0.39
-2.61E-04,0.37
-2.60E-04,0.37
-2.60E-04,0.37
-2.60E-04,0.37
-2.60E-04,0.37
-2.60E-04,0.37
-2.59E-04,0.37
-2.59E-04,0.35
-2.59E-04,0.35
-2.59E-04,0.37
-2.59E-04,0.37
-2.58E-04,0.37
-2.58E-04,0.37
-2.58E-04,0.37
-2.58E-04,0.37
-2.58E-04,0.35
-2.57E-04,0.37
-2.57E-04,0.37
-2.57E-04,0.37
-2.57E-04,0.39
-2.57E-04,0.37
-2.56E-04,0.37
-2.56E-04,0.35
-2.56E-04,0.37
-2.56E-04,0.37
-2.56E-04,0.37
-2.55E-04,0.39
-2.55E-04,0.35
-2.55E-04,0.39
-2.55E-04,0.37
-2.55E-04,0.37
-2.54E-04,0.37
-2.54E-04,0.35
-2.54E-04,0.39
-2.54E-04,0.37
-2.54E-04,0.37
-2.53E-04,0.35
-2.53E-04,0.37
-2.53E-04,0.37
-2.53E-04,0.37
-2.53E-04,0.37
-2.52E-04,0.35
-2.52E-04,0.37
-2.52E-04,0.37
-2.52E-04,0.37
-2.52E-04,0.37
-2.51E-04,0.39
-2.51E-04,0.39
-2.51E-04,0.39
-2.51E-04,0.39
-2.51E-04,0.37
-2.50E-04,0.35
-2.50E-04,0.37
-2.50E-04,0.37
-2.50E-04,0.39
-2.50E-04,0.39
-2.49E-04,0.37
-2.49E-04,0.35
-2.49E-04,0.37
-2.49E-04,0.37
-2.49E-04,0.37
-2.48E-04,0.37
-2.48E-04,0.37
-2.48E-04,0.35
-2.48E-04,0.37
-2.48E-04,0.37
-2.47E-04,0.37
-2.47E-04,0.37
-2.47E-04,0.37
-2.47E-04,0.37
-2.47E-04,0.37
-2.46E-04,0.35
-2.46E-04,0.37
-2.46E-04,0.37
-2.46E-04,0.39
-2.46E-04,0.35
-2.45E-04,0.37
-2.45E-04,0.37
-2.45E-04,0.37
-2.45E-04,0.37
-2.45E-04,0.37
-2.44E-04,0.37
-2.44E-04,0.39
-2.44E-04,0.37
-2.44E-04,0.37
-2.44E-04,0.39
-2.43E-04,0.37
-2.43E-04,0.37
-2.43E-04,0.35
-2.43E-04,0.37
-2.43E-04,0.35
-2.42E-04,0.37
-2.42E-04,0.35
-2.42E-04,0.35
-2.42E-04,0.35
-2.42E-04,0.37
-2.41E-04,0.37
-2.41E-04,0.37
-2.41E-04,0.37
-2.41E-04,0.41
-2.41E-04,0.39
-2.40E-04,0.37
-2.40E-04,0.37
-2.40E-04,0.35
-2.40E-04,0.37
-2.40E-04,0.37
-2.39E-04,0.37
-2.39E-04,0.39
-2.39E-04,0.37
-2.39E-04,0.37
-2.39E-04,0.37
-2.38E-04,0.37
-2.38E-04,0.37
-2.38E-04,0.39
-2.38E-04,0.37
-2.38E-04,0.37
-2.37E-04,0.37
-2.37E-04,0.37
-2.37E-04,0.37
-2.37E-04,0.37
-2.37E-04,0.37
-2.36E-04,0.37
-2.36E-04,0.35
-2.36E-04,0.35
-2.36E-04,0.37
-2.36E-04,0.37
-2.35E-04,0.37
-2.35E-04,0.37
-2.35E-04,0.37
-2.35E-04,0.37
-2.35E-04,0.37
-2.34E-04,0.37
-2.34E-04,0.37
-2.34E-04,0.41
-2.34E-04,0.37
-2.34E-04,0.37
-2.33E-04,0.35
-2.33E-04,0.37
-2.33E-04,0.37
-2.33E-04,0.37
-2.33E-04,0.37
-2.32E-04,0.37
-2.32E-04,0.37
-2.32E-04,0.39
-2.32E-04,0.37
-2.32E-04,0.37
-2.31E-04,0.37
-2.31E-04,0.37
-2.31E-04,0.37
-2.31E-04,0.39
-2.31E-04,0.37
-2.30E-04,0.35
-2.30E-04,0.39
-2.30E-04,0.37
-2.30E-04,0.39
-2.30E-04,0.37
-2.29E-04,0.37
-2.29E-04,0.35
-2.29E-04,0.37
-2.29E-04,0.37
-2.29E-04,0.39
-2.28E-04,0.39
-2.28E-04,0.37
-2.28E-04,0.39
-2.28E-04,0.37
-2.28E-04,0.39
-2.27E-04,0.27
-2.27E-04,0.37
-2.27E-04,0.37
-2.27E-04,0.37
-2.27E-04,0.39
-2.26E-04,0.37
-2.26E-04,0.37
-2.26E-04,0.37
-2.26E-04,0.39
-2.26E-04,0.37
-2.25E-04,0.37
-2.25E-04,0.35
-2.25E-04,0.35
-2.25E-04,0.37
-2.25E-04,0.37
-2.24E-04,0.35
-2.24E-04,0.37
-2.24E-04,0.39
-2.24E-04,0.37
-2.24E-04,0.37
-2.23E-04,0.37
-2.23E-04,0.37
-2.23E-04,0.37
-2.23E-04,0.37
-2.23E-04,0.37
-2.22E-04,0.37
-2.22E-04,0.37
-2.22E-04,0.39
-2.22E-04,0.37
-2.22E-04,0.35
-2.21E-04,0.37
-2.21E-04,0.35
-2.21E-04,0.37
-2.21E-04,0.37
-2.21E-04,0.39
-2.20E-04,0.37
-2.20E-04,0.37
-2.20E-04,0.37
-2.20E-04,0.39
-2.20E-04,0.39
-2.19E-04,0.37
-2.19E-04,0.37
-2.19E-04,0.37
-2.19E-04,0.37
-2.19E-04,0.37
-2.18E-04,0.37
-2.18E-04,0.37
-2.18E-04,0.35
-2.18E-04,0.37
-2.18E-04,0.37
-2.17E-04,0.49
-2.17E-04,0.37
-2.17E-04,0.35
-2.17E-04,0.37
-2.17E-04,0.37
-2.16E-04,0.37
-2.16E-04,0.37
-2.16E-04,0.37
-2.16E-04,0.37
-2.16E-04,0.35
-2.15E-04,0.39
-2.15E-04,0.39
-2.15E-04,0.37
-2.15E-04,0.37
-2.15E-04,0.37
-2.14E-04,0.37
-2.14E-04,0.39
-2.14E-04,0.37
-2.14E-04,0.39
-2.14E-04,0.37
-2.13E-04,0.37
-2.13E-04,0.37
-2.13E-04,0.37
-2.13E-04,0.37
-2.13E-04,0.37
-2.12E-04,0.35
-2.12E-04,0.37
-2.12E-04,0.35
-2.12E-04,0.35
-2.12E-04,0.37
-2.11E-04,0.39
-2.11E-04,0.37
-2.11E-04,0.39
-2.11E-04,0.37
-2.11E-04,0.37
-2.10E-04,0.37
-2.10E-04,0.39
-2.10E-04,0.41
-2.10E-04,0.35
-2.10E-04,0.37
-2.09E-04,0.37
-2.09E-04,0.39
-2.09E-04,0.37
-2.09E-04,0.35
-2.09E-04,0.37
-2.08E-04,0.35
-2.08E-04,0.35
-2.08E-04,0.35
-2.08E-04,0.37
-2.08E-04,0.37
-2.07E-04,0.37
-2.07E-04,0.37
-2.07E-04,0.35
-2.07E-04,0.37
-2.07E-04,0.39
-2.06E-04,0.35
-2.06E-04,0.37
-2.06E-04,0.37
-2.06E-04,0.37
-2.06E-04,0.39
-2.05E-04,0.37
-2.05E-04,0.37
-2.05E-04,0.37
-2.05E-04,0.37
-2.05E-04,0.37
-2.04E-04,0.37
-2.04E-04,0.37
-2.04E-04,0.39
-2.04E-04,0.37
-2.04E-04,0.37
-2.03E-04,0.37
-2.03E-04,0.39
-2.03E-04,0.35
-2.03E-04,0.35
-2.03E-04,0.37
-2.02E-04,0.37
-2.02E-04,0.35
-2.02E-04,0.37
-2.02E-04,0.37
-2.02E-04,0.37
-2.01E-04,0.37
-2.01E-04,0.37
-2.01E-04,0.35
-2.01E-04,0.37
-2.01E-04,0.35
-2.00E-04,0.37
-2.00E-04,0.59
-2.00E-04,0.37
-2.00E-04,0.37
-2.00E-04,0.35
-1.99E-04,0.37
-1.99E-04,0.37
-1.99E-04,0.37
-1.99E-04,0.37
-1.99E-04,0.35
-1.98E-04,0.39
-1.98E-04,0.37
-1.98E-04,0.37
-1.98E-04,0.39
-1.98E-04,0.37
-1.97E-04,0.35
-1.97E-04,0.37
-1.97E-04,0.37
-1.97E-04,0.39
-1.97E-04,0.37
-1.96E-04,0.39
-1.96E-04,0.37
-1.96E-04,0.37
-1.96E-04,0.37
-1.96E-04,0.37
-1.95E-04,0.39
-1.95E-04,0.37
-1.95E-04,0.37
-1.95E-04,0.39
-1.95E-04,0.39
-1.94E-04,0.37
-1.94E-04,0.37
-1.94E-04,0.37
-1.94E-04,0.35
-1.94E-04,0.35
-1.93E-04,0.37
-1.93E-04,0.39
-1.93E-04,0.37
-1.93E-04,0.37
-1.93E-04,0.39
-1.92E-04,0.37
-1.92E-04,0.37
-1.92E-04,0.37
-1.92E-04,0.37
-1.92E-04,0.35
-1.91E-04,0.37
-1.91E-04,0.37
-1.91E-04,0.37
-1.91E-04,0.37
-1.91E-04,0.37
-1.90E-04,0.39
-1.90E-04,0.39
-1.90E-04,0.39
-1.90E-04,0.39
-1.90E-04,0.35
-1.89E-04,0.37
-1.89E-04,0.37
-1.89E-04,0.37
-1.89E-04,0.37
-1.89E-04,0.37
-1.88E-04,0.37
-1.88E-04,0.35
-1.88E-04,0.37
-1.88E-04,0.37
-1.88E-04,0.35
-1.87E-04,0.37
-1.87E-04,0.35
-1.87E-04,0.39
-1.87E-04,0.37
-1.87E-04,0.37
-1.86E-04,0.37
-1.86E-04,0.37
-1.86E-04,0.37
-1.86E-04,0.39
-1.86E-04,0.37
-1.85E-04,0.35
-1.85E-04,0.35
-1.85E-04,0.37
-1.85E-04,0.39
-1.85E-04,0.35
-1.84E-04,0.37
-1.84E-04,0.35
-1.84E-04,0.41
-1.84E-04,0.37
-1.84E-04,0.37
-1.83E-04,0.37
-1.83E-04,0.41
-1.83E-04,0.37
-1.83E-04,0.35
-1.83E-04,0.39
-1.82E-04,0.37
-1.82E-04,0.37
-1.82E-04,0.37
-1.82E-04,0.37
-1.82E-04,0.35
-1.81E-04,0.37
-1.81E-04,0.35
-1.81E-04,0.35
-1.81E-04,0.37
-1.81E-04,0.37
-1.80E-04,0.37
-1.80E-04,0.39
-1.80E-04,0.37
-1.80E-04,0.37
-1.80E-04,0.39
-1.79E-04,0.39
-1.79E-04,0.37
-1.79E-04,0.37
-1.79E-04,0.37
-1.79E-04,0.37
-1.78E-04,0.39
-1.78E-04,0.37
-1.78E-04,0.37
-1.78E-04,0.37
-1.78E-04,0.37
-1.77E-04,0.29
-1.77E-04,0.37
-1.77E-04,0.37
-1.77E-04,0.33
-1.77E-04,0.37
-1.76E-04,0.37
-1.76E-04,0.37
-1.76E-04,0.39
-1.76E-04,0.37
-1.76E-04,0.37
-1.75E-04,0.37
-1.75E-04,0.37
-1.75E-04,0.37
-1.75E-04,0.39
-1.75E-04,0.37
-1.74E-04,0.33
-1.74E-04,0.37
-1.74E-04,0.37
-1.74E-04,0.37
-1.74E-04,0.37
-1.73E-04,0.37
-1.73E-04,0.37
-1.73E-04,0.39
-1.73E-04,0.35
-1.73E-04,0.37
-1.72E-04,0.37
-1.72E-04,0.37
-1.72E-04,0.37
-1.72E-04,0.37
-1.72E-04,0.37
-1.71E-04,0.37
-1.71E-04,0.39
-1.71E-04,0.37
-1.71E-04,0.35
-1.71E-04,0.37
-1.70E-04,0.37
-1.70E-04,0.37
-1.70E-04,0.39
-1.70E-04,0.37
-1.70E-04,0.37
-1.69E-04,0.35
